,Strike,Length,Width,Slip,Longitude,Latitude
0,190.000013,133325.981,84500.9646,21.8309283,130.850829,-5.45571375
1,188.11584604308194,133324.70902672646,83733.17969900378,21.81794694979538,130.87102485399797,-5.461472444254801
2,189.24612436359934,130556.8430008973,84146.0035665809,21.903907288091887,131.00584206242902,-5.517647054216659
3,190.0974711424915,131723.55899689,82493.19579077087,21.669837318050682,130.97740594755152,-5.693022440898361
4,192.61791165390952,133210.83785589572,82494.52461356115,21.51488200519607,131.0018900495459,-5.711232666483188
5,188.94029216104832,130230.65745883361,82522.7502321748,21.236783043476482,131.01567190068036,-5.708355684658128
6,183.49120344171405,133862.07098313197,81920.19163398944,21.164884268664604,131.02312277375725,-5.8178767282750075
7,182.5615712809315,138027.6470170402,83411.05764615827,21.226589717161318,131.01595511985434,-5.8949714684994134
8,186.6816249574069,139630.3192227238,84329.86096737163,21.542258632704414,131.07636776765736,-5.855296501368348
9,188.6397127208569,141036.46153130353,84548.39967364266,21.499301255680493,131.18587305887527,-5.784950859459747
10,186.25033837128677,140539.23458666253,85514.32993951888,21.577187700480206,131.16468111634228,-5.73381720099157
11,187.62958568129122,137967.00632886705,84465.57782523107,21.85032743056597,131.19343756561048,-5.710850647881153
12,184.4571624439381,141257.1184640718,85820.5331615197,21.942920408468435,131.2145660081738,-5.57299200377524
13,184.4571624439381,141257.1184640718,85820.5331615197,21.942920408468435,131.2145660081738,-5.57299200377524
14,183.12294328429434,137896.67271851143,85373.13660672959,21.692118923495595,131.20276883067106,-5.597054602729996
15,183.12294328429434,137896.67271851143,85373.13660672959,21.692118923495595,131.20276883067106,-5.597054602729996
16,182.07148130573756,136837.95374560298,85712.49090390286,22.060281664391503,131.27917770856135,-5.520751130479483
17,182.56944759874636,134971.309585375,89079.82501718833,21.83999247480294,131.29786874407003,-5.608257989187261
18,181.31816943702725,132929.3618335307,87607.38098355323,22.05764099890338,131.17668457116508,-5.635033749363858
19,183.6146217193728,136718.32239589878,87258.74367703884,22.075011767953526,131.1336126397552,-5.735495891538499
20,187.47204248976473,135790.08402690364,86838.27205940016,21.973305955990377,131.0690330594494,-5.815965844977938
21,183.95304833679657,138326.15580724142,88855.66904207623,22.241283562945494,131.07387885477982,-5.810833122832789
22,183.95304833679657,138326.15580724142,88855.66904207623,22.241283562945494,131.07387885477982,-5.810833122832789
23,185.6952465960416,140903.68981657294,89613.77047494963,22.105438586433934,131.0579625757827,-5.851939121059496
24,187.75310526958188,140430.5308871283,88980.04836408397,22.021618458303003,131.06068501302292,-5.829995078597209
25,188.05164381349317,140195.93959558697,87591.52745530846,21.870418942646936,131.10734112955777,-5.856667579982638
26,184.18329215091978,142249.8024272164,88229.42888566409,21.774588634584745,131.08975066278614,-5.832469126291648
27,184.18329215091978,142249.8024272164,88229.42888566409,21.774588634584745,131.08975066278614,-5.832469126291648
28,184.0439410974545,141412.1017279784,88127.0179460779,21.749874259062633,131.04505850528594,-5.825889835053146
29,184.0439410974545,141412.1017279784,88127.0179460779,21.749874259062633,131.04505850528594,-5.825889835053146
30,185.61659056685033,139713.3640172392,88408.08348766164,21.483704344480216,131.2001034482849,-5.733284686445768
31,182.06925529024224,136843.49461415765,90265.40053136172,21.420189452871142,131.20678672889477,-5.578216037108308
32,182.26141418863708,135832.72321183447,92415.02183441896,21.498240153474754,131.28423842341326,-5.515550882845078
33,182.28128685770622,134600.9282484636,93024.16164825206,21.48836871126795,131.24706130870695,-5.52830645308252
34,181.43129501183745,132605.00027670426,92624.03483867196,21.76572971343361,131.34971538365224,-5.574486351411507
35,178.12586170661444,132625.82054988717,93878.25465152673,21.96202176322286,131.34961752616363,-5.58429297565999
